date,total.confirmed,district,state,total.deceased,total.recovered,delta.confirmed,delta.deceased,delta.recovered,delta.tested,total.tested,delta.other,total.other
2020-06-28,20870.0,Pune,MH,714.0,10708.0,1109.0,20.0,373.0,1345.0,131441.0
2020-06-29,21303.0,Pune,MH,740.0,10943.0,433.0,26.0,235.0,3251.0,134692.0
2020-06-30,22327.0,Pune,MH,752.0,11270.0,1024.0,12.0,327.0,,134692.0
2020-07-01,23317.0,Pune,MH,783.0,11545.0,990.0,31.0,275.0,10706.0,145398.0
2020-07-02,24432.0,Pune,MH,807.0,11985.0,1115.0,24.0,440.0,,145398.0
2020-07-03,25454.0,Pune,MH,826.0,12218.0,1022.0,19.0,233.0,10233.0,155631.0
2020-07-04,26956.0,Pune,MH,841.0,13064.0,1502.0,15.0,846.0,,155631.0
2020-07-05,28142.0,Pune,MH,872.0,13406.0,1186.0,31.0,342.0,11056.0,166687.0
2020-07-06,28966.0,Pune,MH,889.0,13971.0,824.0,17.0,565.0,3677.0,170364.0
2020-07-07,30131.0,Pune,MH,926.0,14313.0,1165.0,37.0,342.0,5245.0,175609.0
2020-07-08,31704.0,Pune,MH,962.0,14810.0,1573.0,36.0,497.0,3923.0,179532.0
2020-07-09,33394.0,Pune,MH,989.0,15179.0,1690.0,27.0,369.0,,179532.0
2020-07-10,35232.0,Pune,MH,1026.0,15526.0,1838.0,37.0,347.0,9924.0,189456.0
2020-07-11,37356.0,Pune,MH,1060.0,16016.0,2124.0,34.0,490.0,5650.0,195106.0
2020-07-12,39125.0,Pune,MH,1097.0,16427.0,1769.0,37.0,411.0,3381.0,198487.0
2020-07-13,40180.0,Pune,MH,1127.0,16857.0,1055.0,30.0,430.0,,198487.0
2020-07-14,42092.0,Pune,MH,1152.0,17202.0,1912.0,25.0,345.0,8869.0,207356.0
2020-07-15,44202.0,Pune,MH,1200.0,17492.0,2110.0,48.0,290.0,,207356.0
2020-07-16,46668.0,Pune,MH,1237.0,18042.0,2466.0,37.0,550.0,,207356.0
2020-07-17,49037.0,Pune,MH,1282.0,18172.0,2369.0,45.0,130.0,,207356.0
2020-07-18,51575.0,Pune,MH,1314.0,18881.0,2538.0,32.0,709.0,37129.0,244485.0
2020-07-19,54624.0,Pune,MH,1359.0,19517.0,3049.0,45.0,636.0,13790.0,258275.0
2020-07-20,57024.0,Pune,MH,1401.0,20311.0,2400.0,42.0,794.0,12966.0,271241.0
2020-07-21,59745.0,Pune,MH,1457.0,21478.0,2721.0,56.0,1167.0,,271241.0
2020-07-22,63351.0,Pune,MH,1514.0,22484.0,3606.0,57.0,1006.0,29058.0,300299.0
2020-07-23,66538.0,Pune,MH,1592.0,23589.0,3187.0,78.0,1105.0,14651.0,314950.0
2020-07-24,69919.0,Pune,MH,1666.0,24415.0,3381.0,74.0,826.0,12245.0,327195.0
2020-07-25,73007.0,Pune,MH,1738.0,25256.0,3088.0,72.0,841.0,15452.0,342647.0
2020-07-26,76203.0,Pune,MH,1793.0,26230.0,3196.0,55.0,974.0,10807.0,353454.0
2020-07-27,78130.0,Pune,MH,1838.0,27620.0,1927.0,45.0,1390.0,11315.0,364769.0
2020-07-28,80325.0,Pune,MH,1885.0,29456.0,2195.0,47.0,1836.0,11654.0,376423.0
2020-07-29,82916.0,Pune,MH,1945.0,32076.0,2591.0,60.0,2620.0,,376423.0
2020-07-30,86225.0,Pune,MH,2028.0,35382.0,3309.0,83.0,3306.0,,376423.0
2020-07-31,89231.0,Pune,MH,2099.0,37311.0,3006.0,71.0,1929.0,,376423.0
2020-08-01,91930.0,Pune,MH,2175.0,43410.0,2699.0,76.0,6099.0,,376423.0
2020-08-02,94911.0,Pune,MH,2226.0,48481.0,2981.0,51.0,5071.0,59681.0,436104.0
2020-08-03,96669.0,Pune,MH,2286.0,52719.0,1758.0,60.0,4238.0,,436104.0
2020-08-04,98876.0,Pune,MH,2342.0,58137.0,2207.0,56.0,5418.0,,436104.0
2020-08-05,101262.0,Pune,MH,2434.0,59443.0,2386.0,92.0,1306.0,,436104.0
2020-08-06,104353.0,Pune,MH,2496.0,60857.0,3091.0,62.0,1414.0,,436104.0
2020-08-07,107204.0,Pune,MH,2566.0,63194.0,2851.0,70.0,2337.0,43834.0,479938.0
2020-08-08,109988.0,Pune,MH,2633.0,66089.0,2784.0,67.0,2895.0,,479938.0
2020-08-09,113004.0,Pune,MH,2728.0,69930.0,3016.0,95.0,3841.0,,479938.0
2020-08-10,114703.0,Pune,MH,2771.0,71654.0,1699.0,43.0,1724.0,25046.0,504984.0
2020-08-11,116646.0,Pune,MH,2824.0,74044.0,1943.0,53.0,2390.0,6644.0,511628.0
2020-08-12,119628.0,Pune,MH,2865.0,76925.0,2982.0,41.0,2881.0,10804.0,522432.0
2020-08-13,122020.0,Pune,MH,2957.0,78838.0,2392.0,92.0,1913.0,9232.0,531664.0
2020-08-14,124641.0,Pune,MH,3057.0,81628.0,2621.0,100.0,2790.0,9285.0,540949.0
2020-08-15,127518.0,Pune,MH,3130.0,83308.0,2877.0,73.0,1680.0,8174.0,549123.0
2020-08-16,130606.0,Pune,MH,3193.0,86393.0,3088.0,63.0,3085.0,8102.0,557225.0
2020-08-17,132481.0,Pune,MH,3247.0,89810.0,1875.0,54.0,3417.0,9329.0,566554.0
2020-08-18,134913.0,Pune,MH,3336.0,91606.0,2432.0,89.0,1796.0,9152.0,575706.0
2020-08-19,137601.0,Pune,MH,3422.0,93514.0,2688.0,86.0,1908.0,10504.0,586210.0
2020-08-20,141056.0,Pune,MH,3517.0,96577.0,3455.0,95.0,3063.0,10229.0,596439.0
2020-08-21,144450.0,Pune,MH,3598.0,99526.0,3394.0,81.0,2949.0,12245.0,608684.0
2020-08-22,147671.0,Pune,MH,3674.0,100500.0,3221.0,76.0,974.0,13136.0,621820.0
2020-08-23,150207.0,Pune,MH,3741.0,101749.0,2536.0,67.0,1249.0,11397.0,633217.0
2020-08-24,152511.0,Pune,MH,3765.0,105681.0,2304.0,24.0,3932.0,10086.0,643303.0
2020-08-25,155039.0,Pune,MH,3823.0,109039.0,2528.0,58.0,3358.0,14280.0,657583.0
2020-08-26,158269.0,Pune,MH,3869.0,110397.0,3230.0,46.0,1358.0,,657583.0
2020-08-27,161945.0,Pune,MH,3916.0,111905.0,3676.0,47.0,1508.0,,657583.0
2020-08-28,165592.0,Pune,MH,3974.0,114099.0,3647.0,58.0,2194.0,,657583.0
2020-08-29,169448.0,Pune,MH,4021.0,116062.0,3856.0,47.0,1963.0,,657583.0
2020-08-30,173174.0,Pune,MH,4060.0,117205.0,3726.0,39.0,1143.0,,657583.0
2020-08-31,175105.0,Pune,MH,4069.0,118324.0,1931.0,9.0,1119.0,,657583.0
2020-09-01,178598.0,Pune,MH,4121.0,119620.0,3493.0,52.0,1296.0,91730.0,749313.0
2020-09-02,182212.0,Pune,MH,4160.0,123292.0,3614.0,39.0,3672.0,12118.0,761431.0
2020-09-03,186122.0,Pune,MH,4238.0,127046.0,3910.0,78.0,3754.0,38397.0,799828.0
2020-09-04,189722.0,Pune,MH,4333.0,130366.0,3600.0,95.0,3320.0,13095.0,812923.0
2020-09-05,194559.0,Pune,MH,4377.0,132411.0,4837.0,44.0,2045.0,13084.0,826007.0
2020-09-06,199303.0,Pune,MH,4429.0,133491.0,4744.0,52.0,1080.0,,826007.0
2020-09-07,203468.0,Pune,MH,4470.0,137217.0,4165.0,41.0,3726.0,,826007.0
2020-09-08,207435.0,Pune,MH,4538.0,140038.0,3967.0,68.0,2821.0,33845.0,859852.0
2020-09-09,212563.0,Pune,MH,4584.0,142618.0,5128.0,46.0,2580.0,19850.0,879702.0
2020-09-10,218502.0,Pune,MH,4634.0,144412.0,5939.0,50.0,1794.0,16302.0,896004.0
2020-09-11,223710.0,Pune,MH,4693.0,146182.0,5208.0,59.0,1770.0,5741.0,901745.0
2020-09-12,228416.0,Pune,MH,4754.0,148052.0,4706.0,61.0,1870.0,26222.0,927967.0
2020-09-13,232840.0,Pune,MH,4813.0,150403.0,4424.0,59.0,2351.0,14587.0,942554.0
2020-09-14,235419.0,Pune,MH,4838.0,152297.0,2579.0,25.0,1894.0,7542.0,950096.0
2020-09-15,239481.0,Pune,MH,4888.0,154441.0,4062.0,50.0,2144.0,13197.0,963293.0
2020-09-16,244530.0,Pune,MH,4936.0,157422.0,5049.0,48.0,2981.0,,963293.0
2020-09-17,249513.0,Pune,MH,5059.0,162914.0,4983.0,123.0,5492.0,32888.0,996181.0
2020-09-18,253554.0,Pune,MH,5133.0,168730.0,4041.0,74.0,5816.0,16064.0,1012245.0
2020-09-19,257409.0,Pune,MH,5188.0,172732.0,3855.0,55.0,4002.0,,1012245.0
2020-01-30,,Nanded,MH,,,,,,,
2020-02-02,,Nanded,MH,,,,,,,
2020-02-03,,Nanded,MH,,,,,,,
2020-02-14,,Nanded,MH,,,,,,,
2020-03-02,,Nanded,MH,,,,,,,
2020-03-03,,Nanded,MH,,,,,,,
2020-03-04,,Nanded,MH,,,,,,,
2020-03-05,,Nanded,MH,,,,,,,
2020-03-06,,Nanded,MH,,,,,,,
2020-03-07,,Nanded,MH,,,,,,,
2020-03-08,,Nanded,MH,,,,,,,
2020-03-09,,Nanded,MH,,,,,,,
2020-03-10,,Nanded,MH,,,,,,,
2020-03-11,,Nanded,MH,,,,,,,
2020-03-12,,Nanded,MH,,,,,,,
2020-03-13,,Nanded,MH,,,,,,,
2020-03-14,,Nanded,MH,,,,,,,
2020-03-15,,Nanded,MH,,,,,,,
2020-03-16,,Nanded,MH,,,,,,,
2020-03-17,,Nanded,MH,,,,,,,
2020-03-18,,Nanded,MH,,,,,,,
2020-03-19,,Nanded,MH,,,,,,,
2020-03-20,,Nanded,MH,,,,,,,
2020-03-21,,Nanded,MH,,,,,,,
2020-03-22,,Nanded,MH,,,,,,,
2020-03-23,,Nanded,MH,,,,,,,
2020-03-24,,Nanded,MH,,,,,,,
2020-03-25,,Nanded,MH,,,,,,,
2020-03-26,,Nanded,MH,,,,,,,
2020-03-27,,Nanded,MH,,,,,,,
2020-03-28,,Nanded,MH,,,,,,,
2020-03-29,,Nanded,MH,,,,,,,
2020-03-30,,Nanded,MH,,,,,,,
2020-03-31,,Nanded,MH,,,,,,,
2020-04-01,,Nanded,MH,,,,,,,
2020-04-02,,Nanded,MH,,,,,,,
2020-04-03,,Nanded,MH,,,,,,,
2020-04-04,,Nanded,MH,,,,,,,
2020-04-05,,Nanded,MH,,,,,,,
2020-04-06,,Nanded,MH,,,,,,,
2020-04-07,,Nanded,MH,,,,,,,
2020-04-08,,Nanded,MH,,,,,,,
2020-04-09,,Nanded,MH,,,,,,,
2020-04-10,,Nanded,MH,,,,,,,
2020-04-11,,Nanded,MH,,,,,,,
2020-04-12,,Nanded,MH,,,,,,,
2020-04-13,,Nanded,MH,,,,,,,
2020-04-14,,Nanded,MH,,,,,,,
2020-04-15,,Nanded,MH,,,,,,,
2020-04-16,,Nanded,MH,,,,,,,
2020-04-17,,Nanded,MH,,,,,,,
2020-04-18,,Nanded,MH,,,,,,,
2020-04-19,,Nanded,MH,,,,,,,
2020-04-20,,Nanded,MH,,,,,,,
2020-04-21,,Nanded,MH,,,,,,,
2020-04-22,,Nanded,MH,,,,,,,
2020-04-23,,Nanded,MH,,,,,,,
2020-04-24,,Nanded,MH,,,,,,,
2020-04-25,,Nanded,MH,,,,,,,
2020-04-26,1.0,Nanded,MH,,,,,,,
2020-04-27,3.0,Nanded,MH,2.0,,,,,,
2020-04-28,3.0,Nanded,MH,,,,,,,
2020-04-29,3.0,Nanded,MH,,,,,,,
2020-04-30,3.0,Nanded,MH,,,,,,,
2020-05-01,4.0,Nanded,MH,1.0,1.0,1.0,,,,
2020-05-02,4.0,Nanded,MH,,,1.0,,,,
2020-05-03,31.0,Nanded,MH,27.0,,1.0,,,,
2020-05-04,31.0,Nanded,MH,,1.0,2.0,,,,
2020-05-05,31.0,Nanded,MH,,,2.0,,,,
2020-05-06,31.0,Nanded,MH,,,2.0,,,,
2020-05-07,32.0,Nanded,MH,1.0,,2.0,,,,
2020-05-08,32.0,Nanded,MH,,,2.0,,,,
2020-05-09,33.0,Nanded,MH,1.0,1.0,3.0,,,,
2020-05-10,43.0,Nanded,MH,10.0,,3.0,,,,
2020-05-11,45.0,Nanded,MH,2.0,1.0,4.0,,,,
2020-05-12,46.0,Nanded,MH,1.0,,4.0,,,,
2020-05-13,57.0,Nanded,MH,11.0,,4.0,,,,
2020-05-14,57.0,Nanded,MH,,,4.0,1.0,1.0,,
2020-05-15,57.0,Nanded,MH,,,4.0,16.0,17.0,,
2020-05-16,59.0,Nanded,MH,2.0,,4.0,7.0,24.0,,
2020-05-17,69.0,Nanded,MH,10.0,,4.0,,24.0,,
2020-05-18,78.0,Nanded,MH,9.0,,4.0,5.0,29.0,,
2020-05-19,79.0,Nanded,MH,1.0,,4.0,,29.0,,
2020-05-20,80.0,Nanded,MH,1.0,,4.0,5.0,34.0,,
2020-05-21,92.0,Nanded,MH,12.0,,4.0,3.0,37.0,,
2020-05-22,98.0,Nanded,MH,6.0,,4.0,6.0,43.0,,
2020-05-23,98.0,Nanded,MH,,1.0,5.0,,43.0,,
2020-05-24,98.0,Nanded,MH,,,5.0,,43.0,,
2020-05-25,98.0,Nanded,MH,,,5.0,,43.0,,
2020-05-26,105.0,Nanded,MH,7.0,,5.0,18.0,61.0,,
2020-05-27,105.0,Nanded,MH,,,5.0,8.0,69.0,,
2020-05-28,108.0,Nanded,MH,3.0,1.0,6.0,,69.0,,
2020-05-29,108.0,Nanded,MH,,,6.0,13.0,82.0,,
2020-05-30,108.0,Nanded,MH,,,6.0,4.0,86.0,,
2020-05-31,111.0,Nanded,MH,3.0,,6.0,,86.0,,
2020-06-01,123.0,Nanded,MH,12.0,,6.0,5.0,91.0,,
2020-06-02,129.0,Nanded,MH,6.0,,6.0,,91.0,,
2020-06-03,135.0,Nanded,MH,6.0,,6.0,8.0,99.0,,
2020-06-04,157.0,Nanded,MH,22.0,1.0,7.0,3.0,102.0,,
2020-06-05,162.0,Nanded,MH,5.0,,7.0,,102.0,,
2020-06-06,168.0,Nanded,MH,6.0,,7.0,2.0,104.0,,
2020-06-07,169.0,Nanded,MH,1.0,,7.0,4.0,108.0,,
2020-06-08,170.0,Nanded,MH,1.0,1.0,8.0,2.0,110.0,,
2020-06-09,171.0,Nanded,MH,1.0,,8.0,3.0,113.0,,
2020-06-10,174.0,Nanded,MH,3.0,,8.0,,113.0,,
2020-06-11,186.0,Nanded,MH,12.0,1.0,9.0,3.0,116.0,,
2020-06-12,204.0,Nanded,MH,18.0,,9.0,1.0,117.0,,
2020-06-13,204.0,Nanded,MH,,1.0,10.0,20.0,137.0,,
2020-06-14,235.0,Nanded,MH,31.0,,10.0,14.0,151.0,,
2020-06-15,241.0,Nanded,MH,6.0,,10.0,10.0,161.0,,
2020-06-16,241.0,Nanded,MH,,2.0,12.0,,161.0,,
2020-06-17,264.0,Nanded,MH,23.0,,12.0,3.0,164.0,,
2020-06-18,266.0,Nanded,MH,2.0,,12.0,,164.0,,
2020-06-19,271.0,Nanded,MH,5.0,,12.0,2.0,166.0,,
2020-06-20,279.0,Nanded,MH,8.0,-1.0,11.0,9.0,175.0,,
2020-06-21,282.0,Nanded,MH,3.0,,11.0,,175.0,,
2020-06-22,286.0,Nanded,MH,4.0,,11.0,,175.0,,
2020-06-23,295.0,Nanded,MH,9.0,,11.0,3.0,178.0,,
2020-06-24,301.0,Nanded,MH,6.0,,11.0,,178.0,,
2020-06-25,304.0,Nanded,MH,3.0,,11.0,47.0,225.0,,
2020-06-26,309.0,Nanded,MH,5.0,2.0,13.0,6.0,231.0,,
2020-06-27,318.0,Nanded,MH,9.0,,13.0,,231.0,,
2020-06-28,337.0,Nanded,MH,19.0,,13.0,,231.0,,
2020-06-29,342.0,Nanded,MH,5.0,,13.0,,231.0,,
2020-06-30,344.0,Nanded,MH,2.0,,13.0,,231.0,,
2020-07-01,364.0,Nanded,MH,20.0,1.0,14.0,3.0,234.0,,
2020-07-02,364.0,Nanded,MH,,,14.0,,234.0,,
2020-07-03,371.0,Nanded,MH,7.0,,14.0,7.0,241.0,25305.0,25305.0
2020-07-04,388.0,Nanded,MH,17.0,,14.0,,241.0,,25305.0
2020-07-05,394.0,Nanded,MH,6.0,,14.0,1.0,242.0,,25305.0
2020-07-06,409.0,Nanded,MH,15.0,1.0,15.0,,242.0,,25305.0
2020-07-07,427.0,Nanded,MH,18.0,1.0,16.0,,242.0,,25305.0
2020-07-08,455.0,Nanded,MH,28.0,2.0,18.0,,242.0,,25305.0
2020-07-09,502.0,Nanded,MH,47.0,1.0,19.0,4.0,246.0,,25305.0
2020-07-10,529.0,Nanded,MH,27.0,,19.0,2.0,248.0,,25305.0
2020-07-11,553.0,Nanded,MH,24.0,2.0,21.0,3.0,251.0,,25305.0
2020-07-12,572.0,Nanded,MH,19.0,3.0,24.0,,251.0,,25305.0
2020-07-13,606.0,Nanded,MH,34.0,,24.0,1.0,252.0,,25305.0
2020-07-14,639.0,Nanded,MH,33.0,3.0,27.0,2.0,254.0,,25305.0
2020-07-15,691.0,Nanded,MH,52.0,1.0,28.0,2.0,256.0,,25305.0
2020-07-16,710.0,Nanded,MH,19.0,,28.0,118.0,374.0,,25305.0
2020-07-17,726.0,Nanded,MH,16.0,6.0,34.0,8.0,382.0,,25305.0
2020-07-18,780.0,Nanded,MH,54.0,,34.0,21.0,403.0,,25305.0
2020-07-19,808.0,Nanded,MH,28.0,,34.0,8.0,411.0,,25305.0
2020-07-20,893.0,Nanded,MH,85.0,1.0,35.0,10.0,421.0,,25305.0
2020-07-21,946.0,Nanded,MH,53.0,4.0,39.0,36.0,457.0,,25305.0
2020-07-22,999.0,Nanded,MH,53.0,3.0,42.0,6.0,463.0,,25305.0
2020-07-23,1099.0,Nanded,MH,100.0,4.0,46.0,36.0,499.0,,25305.0
2020-07-24,1142.0,Nanded,MH,43.0,4.0,50.0,34.0,533.0,,25305.0
2020-07-25,1212.0,Nanded,MH,70.0,2.0,52.0,11.0,544.0,,25305.0
2020-07-26,1282.0,Nanded,MH,70.0,,52.0,11.0,555.0,,25305.0
2020-07-27,1362.0,Nanded,MH,80.0,2.0,54.0,64.0,619.0,,25305.0
2020-07-28,1368.0,Nanded,MH,6.0,,54.0,25.0,644.0,,25305.0
2020-07-29,1461.0,Nanded,MH,93.0,3.0,57.0,5.0,649.0,,25305.0
2020-07-30,1612.0,Nanded,MH,151.0,11.0,68.0,30.0,679.0,,25305.0
2020-07-31,1695.0,Nanded,MH,83.0,7.0,75.0,67.0,746.0,,25305.0
2020-08-01,1781.0,Nanded,MH,86.0,2.0,77.0,66.0,812.0,,25305.0
2020-08-02,2039.0,Nanded,MH,258.0,1.0,78.0,31.0,843.0,,25305.0
2020-08-03,2265.0,Nanded,MH,226.0,5.0,83.0,38.0,881.0,,25305.0
2020-08-04,2363.0,Nanded,MH,98.0,3.0,86.0,23.0,904.0,,25305.0
2020-08-05,2503.0,Nanded,MH,140.0,5.0,91.0,19.0,923.0,,25305.0
2020-08-06,2618.0,Nanded,MH,115.0,5.0,96.0,21.0,944.0,,25305.0
2020-08-07,2816.0,Nanded,MH,198.0,6.0,102.0,21.0,965.0,,25305.0
2020-08-08,2939.0,Nanded,MH,123.0,,102.0,47.0,1012.0,,25305.0
2020-08-09,3081.0,Nanded,MH,142.0,5.0,107.0,71.0,1083.0,,25305.0
2020-08-10,3229.0,Nanded,MH,148.0,7.0,114.0,166.0,1249.0,,25305.0
2020-08-11,3335.0,Nanded,MH,106.0,1.0,115.0,134.0,1383.0,,25305.0
2020-08-12,3469.0,Nanded,MH,134.0,10.0,125.0,122.0,1505.0,,25305.0
2020-08-13,3545.0,Nanded,MH,76.0,4.0,129.0,84.0,1589.0,,25305.0
2020-08-14,3692.0,Nanded,MH,147.0,5.0,134.0,36.0,1625.0,,25305.0
2020-08-15,3827.0,Nanded,MH,135.0,,134.0,91.0,1716.0,,25305.0
2020-08-16,3893.0,Nanded,MH,66.0,3.0,137.0,17.0,1733.0,,25305.0
2020-08-17,4002.0,Nanded,MH,109.0,4.0,141.0,30.0,1763.0,,25305.0
2020-08-18,4259.0,Nanded,MH,257.0,2.0,143.0,60.0,1823.0,,25305.0
2020-08-19,4445.0,Nanded,MH,186.0,,143.0,65.0,1888.0,,25305.0
2020-08-20,4677.0,Nanded,MH,232.0,,143.0,139.0,2027.0,,25305.0
2020-08-21,4942.0,Nanded,MH,265.0,6.0,149.0,116.0,2143.0,,25305.0
2020-08-22,5110.0,Nanded,MH,168.0,4.0,153.0,116.0,2259.0,,25305.0
2020-08-23,5175.0,Nanded,MH,65.0,4.0,157.0,91.0,2350.0,,25305.0
2020-08-24,5342.0,Nanded,MH,167.0,4.0,161.0,220.0,2570.0,,25305.0
2020-08-25,5485.0,Nanded,MH,143.0,1.0,162.0,219.0,2789.0,,25305.0
2020-08-26,5725.0,Nanded,MH,240.0,3.0,165.0,84.0,2873.0,,25305.0
2020-08-27,6019.0,Nanded,MH,294.0,31.0,196.0,65.0,2938.0,,25305.0
2020-08-28,6275.0,Nanded,MH,256.0,1.0,197.0,130.0,3068.0,,25305.0
2020-08-29,6582.0,Nanded,MH,307.0,15.0,212.0,97.0,3165.0,,25305.0
2020-08-30,6893.0,Nanded,MH,311.0,5.0,217.0,62.0,3227.0,20126.0,45431.0
2020-08-31,7167.0,Nanded,MH,274.0,8.0,225.0,134.0,3361.0,1860.0,47291.0
2020-09-01,7510.0,Nanded,MH,343.0,3.0,228.0,49.0,3410.0,1160.0,48451.0
2020-09-02,7842.0,Nanded,MH,332.0,1.0,229.0,172.0,3582.0,1485.0,49936.0
2020-09-03,8140.0,Nanded,MH,298.0,5.0,234.0,141.0,3723.0,1528.0,51464.0
2020-09-04,8533.0,Nanded,MH,393.0,1.0,235.0,356.0,4079.0,1599.0,53063.0
